opportunity_id,bd_rep_id,sales_rep_id,created_date,closed_date,outcome,current_stage,days_in_current_stage,deal_value
OPP_0908,BD_010,SR_017,2023-09-29,,Open,Qualification,42,38317.62
OPP_0909,BD_006,SR_007,2024-02-22,,Open,Qualification,119,25100.95
OPP_0910,BD_008,SR_011,2024-11-30,2025-03-04,Closed Lost,Closed Lost,3,49866.87
OPP_0911,BD_015,SR_019,2024-11-12,2024-12-28,Closed Lost,Closed Lost,18,54876.38
OPP_0912,BD_011,SR_006,2024-02-06,2024-08-01,Closed Won,Closed Won,19,28028.51
OPP_0913,BD_017,SR_007,2024-02-19,2024-05-04,Closed Won,Closed Won,11,43406.44
OPP_0914,BD_016,SR_004,2023-04-24,,Open,Qualification,54,64722.9
OPP_0915,BD_004,SR_014,2023-04-21,,Open,Qualification,1,48914.71
OPP_0916,BD_010,SR_012,2023-10-04,,Open,Qualification,74,73625.02
OPP_0917,BD_007,SR_012,2024-05-17,,Open,Proposal,87,55207.31
OPP_0918,BD_009,SR_001,2024-06-11,,Open,Qualification,51,59034.77
OPP_0919,BD_007,SR_015,2024-02-05,2024-03-31,Closed Lost,Closed Lost,10,63385.17
OPP_0920,BD_017,SR_005,2024-10-12,2025-01-18,Closed Lost,Closed Lost,23,28768.06
OPP_0921,BD_018,SR_009,2024-09-04,,Open,Qualification,102,20550.48
OPP_0922,BD_014,SR_011,2023-10-18,,Open,Proposal,118,23025.53
OPP_0923,BD_004,SR_010,2023-08-17,,Open,Qualification,13,37381.49
OPP_0924,BD_009,SR_012,2023-05-16,2023-09-04,Closed Lost,Closed Lost,28,29612.12
OPP_0925,BD_011,SR_009,2023-11-25,2024-02-12,Closed Won,Closed Won,19,71293.56
OPP_0926,BD_003,SR_023,2023-12-28,2024-02-13,Closed Lost,Closed Lost,8,64986.82
OPP_0927,BD_012,SR_019,2023-08-09,,Open,Qualification,68,59984.17
OPP_0928,BD_012,SR_019,2023-08-09,,Open,Qualification,68,59984.17
OPP_0929,BD_010,SR_002,2024-03-24,,Open,Qualification,28,66805.69
OPP_0930,BD_004,SR_004,2023-01-18,2023-06-02,Closed Lost,Closed Lost,7,116390.94
OPP_0931,BD_017,SR_023,2023-09-28,2024-03-18,Closed Won,Closed Won,16,83305.2
OPP_0932,BD_011,SR_005,2023-07-08,,Open,Qualification,82,27039.18
OPP_0933,BD_012,SR_017,2024-08-05,2024-09-25,Closed Won,Closed Won,24,40401.24
OPP_0934,BD_001,SR_019,2023-02-20,2023-03-27,Closed Lost,Closed Lost,9,28346.5
OPP_0935,BD_018,SR_014,2023-01-22,2023-02-27,Closed Lost,Closed Lost,6,19432.44
OPP_0936,BD_001,SR_013,2023-01-20,,Open,Qualification,19,54510.94
OPP_0937,BD_010,SR_019,2024-07-10,,Open,Proposal,82,64960.07
OPP_0938,BD_017,SR_014,2023-03-30,,Open,Qualification,13,13098.21
OPP_0939,BD_017,SR_021,2024-10-04,2025-02-10,Closed Lost,Closed Lost,6,138683.7
OPP_0940,BD_014,SR_016,2023-01-25,2023-07-22,Closed Lost,Closed Lost,8,61680.25
OPP_0941,BD_011,SR_018,2023-04-15,,Open,Qualification,51,35027.68
OPP_0942,BD_003,SR_008,2023-05-20,,Open,Qualification,81,68319.53
OPP_0943,BD_002,SR_019,2024-08-31,,Open,Negotiation,94,42976.59
OPP_0944,BD_002,SR_003,2024-12-15,,Open,Qualification,68,28017.09
OPP_0945,BD_007,SR_007,2023-06-03,2023-08-17,Closed Lost,Closed Lost,27,100975.39
OPP_0946,BD_016,SR_019,2024-12-19,2025-05-27,Closed Lost,Closed Lost,12,32982.01
OPP_0947,BD_008,SR_010,2024-07-17,2024-10-30,Closed Won,Closed Won,4,243878.48
OPP_0948,BD_008,SR_004,2023-10-21,,Open,Qualification,105,49502.14
OPP_0949,BD_010,SR_020,2024-11-06,2025-04-11,Closed Won,Closed Won,5,23613.43
OPP_0950,BD_017,SR_001,2023-07-03,2023-10-24,Closed Lost,Closed Lost,13,97973.48
OPP_0951,BD_015,SR_017,2023-01-13,,Open,Qualification,110,28792.77
OPP_0952,BD_012,SR_021,2024-09-11,2025-03-04,Closed Lost,Closed Lost,22,13383.05
OPP_0953,BD_017,SR_004,2023-03-10,2023-05-20,Closed Lost,Closed Lost,7,72029.64
OPP_0954,BD_014,SR_002,2023-05-28,2023-09-30,Closed Won,Closed Won,28,74618.79
OPP_0955,BD_010,SR_006,2023-03-10,2023-08-19,Closed Lost,Closed Lost,12,24565.25
OPP_0956,BD_015,SR_016,2024-03-13,2024-08-01,Closed Won,Closed Won,4,26034.58
OPP_0957,BD_007,SR_006,2024-11-27,,Open,Proposal,89,122150.57
OPP_0958,BD_007,SR_012,2024-05-17,,Open,Proposal,87,55207.31
OPP_0959,BD_001,SR_006,2024-08-21,,Open,Qualification,62,71347.37
OPP_0960,BD_008,SR_001,2023-02-09,2023-03-31,Closed Won,Closed Won,24,23734.89
OPP_0961,BD_014,SR_010,2023-03-21,2023-06-29,Closed Won,Closed Won,26,42476.65
OPP_0962,BD_008,SR_002,2024-11-02,2024-12-14,Closed Won,Closed Won,29,89270.08
OPP_0963,BD_006,SR_017,2024-08-25,2025-01-27,Closed Lost,Closed Lost,29,66957.14
OPP_0964,BD_003,SR_012,2024-11-15,,Open,Proposal,68,60960.23
OPP_0965,BD_004,SR_004,2023-01-18,2023-06-02,Closed Lost,Closed Lost,7,116390.94
OPP_0966,BD_018,SR_004,2023-06-06,,Open,Negotiation,28,26734.82
OPP_0967,BD_008,SR_022,2024-10-18,,Open,Proposal,78,53820.54
OPP_0968,BD_010,SR_018,2023-05-14,,Open,Negotiation,54,58425.41
OPP_0969,BD_016,SR_009,2024-04-08,2024-09-30,Closed Won,Closed Won,20,22758.41
OPP_0970,BD_005,SR_009,2024-01-05,,Open,Negotiation,39,29621.28
OPP_0971,BD_012,SR_015,2024-05-09,,Open,Proposal,14,92057.38
OPP_0972,BD_002,SR_020,2023-09-05,2023-11-24,Closed Lost,Closed Lost,7,23938.76
OPP_0973,BD_009,SR_021,2023-10-31,2024-03-16,Closed Won,Closed Won,5,39507.85
OPP_0974,BD_011,SR_014,2023-10-14,,Open,Negotiation,101,27422.61
OPP_0975,BD_006,SR_011,2023-03-17,,Open,Qualification,16,45283.42
OPP_0976,BD_002,SR_012,2023-11-14,,Open,Negotiation,69,26617.76
OPP_0977,BD_008,SR_015,2023-03-11,2023-04-25,Closed Won,Closed Won,26,101060.16
OPP_0978,BD_010,SR_012,2023-10-04,,Open,Qualification,74,73625.02
OPP_0979,BD_006,SR_015,2023-01-24,,Open,Negotiation,23,29644.6
OPP_0980,BD_008,SR_014,2023-08-15,2023-11-08,Closed Won,Closed Won,4,54753.57
OPP_0981,BD_018,SR_002,2023-12-24,2024-04-05,Closed Lost,Closed Lost,20,57952.97
OPP_0982,BD_013,SR_004,2023-01-19,2023-03-08,Closed Won,Closed Won,16,45433.53
OPP_0983,BD_008,SR_004,2023-10-21,,Open,Qualification,105,49502.14
OPP_0984,BD_018,SR_002,2023-12-24,2024-04-05,Closed Lost,Closed Lost,20,57952.97
OPP_0985,BD_009,SR_022,2023-02-23,,Open,Proposal,70,22610.69
OPP_0986,BD_002,SR_021,2024-07-17,2024-08-29,Closed Lost,Closed Lost,5,93153.17
OPP_0987,BD_011,SR_004,2023-05-30,,Open,Qualification,99,88146.3
OPP_0988,BD_008,SR_018,2023-11-13,2024-01-21,Closed Won,Closed Won,29,174086.86
OPP_0989,BD_011,SR_001,2024-05-12,2024-06-20,Closed Lost,Closed Lost,3,54723.68
OPP_0990,BD_002,SR_018,2023-05-24,2023-09-12,Closed Lost,Closed Lost,10,14077.91
OPP_0991,BD_001,SR_010,2024-06-14,2024-09-17,Closed Lost,Closed Lost,3,28495.66
OPP_0992,BD_011,SR_002,2023-04-28,2023-09-25,Closed Lost,Closed Lost,20,58769.65
OPP_0993,BD_008,SR_019,2024-07-19,,Open,Qualification,107,34791.27
OPP_0994,BD_007,SR_008,2023-09-01,2023-10-02,Closed Won,Closed Won,20,35441.11
OPP_0995,BD_001,SR_020,2023-09-18,2023-11-21,Closed Lost,Closed Lost,13,61082.66
OPP_0996,BD_017,SR_005,2024-10-12,2025-01-18,Closed Lost,Closed Lost,23,28768.06
OPP_0997,BD_015,SR_004,2023-04-26,2023-08-03,Closed Won,Closed Won,9,52141.13
OPP_0998,BD_001,SR_005,2024-12-21,2025-01-23,Closed Won,Closed Won,26,25624.53
OPP_0999,BD_001,SR_011,2024-10-12,2025-03-09,Closed Lost,Closed Lost,22,31724.84
OPP_1000,BD_001,SR_013,2023-01-20,,Open,Qualification,19,54510.94
OPP_1001,BD_010,SR_002,2024-03-24,,Open,Qualification,28,66805.69
OPP_1002,BD_013,SR_016,2024-04-08,2024-05-09,Closed Won,Closed Won,27,26085.95
OPP_1003,BD_010,SR_014,2023-12-09,2024-03-28,Closed Lost,Closed Lost,29,31684.25
OPP_1004,BD_008,SR_008,2024-07-22,2024-09-20,Closed Won,Closed Won,18,64656.81
OPP_1005,BD_001,SR_018,2023-06-19,2023-09-24,Closed Won,Closed Won,8,57077.79
OPP_1006,BD_007,SR_017,2024-09-17,2024-12-15,Closed Won,Closed Won,22,50030.08
OPP_1007,BD_003,SR_005,2023-01-26,,Open,Qualification,68,37200.78
OPP_1008,BD_018,SR_002,2023-12-24,2024-04-05,Closed Lost,Closed Lost,20,57952.97
OPP_1009,BD_007,SR_019,2023-05-14,,Open,Negotiation,20,50013.46
OPP_1010,BD_016,SR_003,2024-06-10,,Open,Proposal,105,118464.91
OPP_1011,BD_006,SR_015,2023-01-24,,Open,Negotiation,23,29644.6
OPP_1012,BD_016,SR_011,2023-03-02,,Open,Negotiation,114,27763.4
OPP_1013,BD_016,SR_008,2023-04-30,2023-07-08,Closed Lost,Closed Lost,4,60679.37
OPP_1014,BD_011,SR_007,2024-10-25,2025-03-29,Closed Lost,Closed Lost,10,31074.69
OPP_1015,BD_011,SR_011,2023-06-04,,Open,Qualification,20,90667.96
OPP_1016,BD_008,SR_001,2023-02-09,2023-03-31,Closed Won,Closed Won,24,23734.89
OPP_1017,BD_017,SR_023,2023-09-28,2024-03-18,Closed Won,Closed Won,16,83305.2
OPP_1018,BD_005,SR_023,2023-11-17,2024-03-28,Closed Lost,Closed Lost,18,43105.94
OPP_1019,BD_018,SR_015,2024-07-30,2024-10-01,Closed Lost,Closed Lost,24,38915.62
OPP_1020,BD_015,SR_016,2024-03-13,2024-08-01,Closed Won,Closed Won,4,26034.58
OPP_1021,BD_012,SR_006,2023-09-06,2023-11-29,Closed Won,Closed Won,26,12303.81
OPP_1022,BD_015,SR_002,2024-07-26,,Open,Negotiation,1,35434.33
OPP_1023,BD_014,SR_022,2023-09-27,,Open,Qualification,9,47401.96
OPP_1024,BD_006,SR_016,2023-06-30,2023-08-21,Closed Won,Closed Won,6,266419.79
OPP_1025,BD_003,SR_009,2023-04-30,2023-06-21,Closed Won,Closed Won,3,129277.65
OPP_1026,BD_008,SR_012,2024-01-08,,Open,Proposal,30,64663.65
OPP_1027,BD_016,SR_006,2023-06-11,,Open,Qualification,61,93087.15
OPP_1028,BD_003,SR_013,2024-05-13,,Open,Negotiation,31,37013.33
OPP_1029,BD_005,SR_018,2024-08-23,2024-11-02,Closed Lost,Closed Lost,25,91974.83
OPP_1030,BD_002,SR_004,2024-08-30,2024-11-07,Closed Lost,Closed Lost,28,34628.75
OPP_1031,BD_017,SR_013,2024-12-20,2025-02-09,Closed Won,Closed Won,23,38384.04
OPP_1032,BD_001,SR_008,2023-07-03,,Open,Proposal,25,49951.38
OPP_1033,BD_003,SR_014,2024-07-14,2024-08-17,Closed Won,Closed Won,20,49240.75
OPP_1034,BD_012,SR_018,2024-03-11,,Open,Proposal,35,35390.4
OPP_1035,BD_001,SR_016,2023-03-26,2023-07-15,Closed Won,Closed Won,23,34828.48
OPP_1036,BD_006,SR_012,2024-11-24,,Open,Proposal,112,60324.09
OPP_1037,BD_007,SR_017,2024-09-17,2024-12-15,Closed Won,Closed Won,22,50030.08
OPP_1038,BD_008,SR_003,2023-05-19,2023-10-18,Closed Won,Closed Won,2,16960.17
OPP_1039,BD_004,SR_007,2023-12-01,,Open,Negotiation,106,51997.79
OPP_1040,BD_006,SR_011,2023-03-17,,Open,Qualification,16,45283.42
OPP_1041,BD_001,SR_014,2024-08-07,,Open,Qualification,5,36426.97
OPP_1042,BD_018,SR_012,2024-01-11,2024-06-12,Closed Lost,Closed Lost,6,25778.69
OPP_1043,BD_008,SR_021,2023-05-29,2023-10-26,Closed Lost,Closed Lost,4,40452.09
OPP_1044,BD_010,SR_011,2024-10-09,2025-03-13,Closed Won,Closed Won,16,71981.45
OPP_1045,BD_007,SR_005,2023-06-09,2023-07-30,Closed Lost,Closed Lost,2,27410.21
OPP_1046,BD_006,SR_011,2023-03-17,,Open,Qualification,16,45283.42
OPP_1047,BD_009,SR_004,2023-01-12,2023-06-14,Closed Lost,Closed Lost,21,35800.64
OPP_1048,BD_007,SR_007,2023-06-03,2023-08-17,Closed Lost,Closed Lost,27,100975.39
OPP_1049,BD_014,SR_015,2024-03-20,,Open,Negotiation,14,76162.53
OPP_1050,BD_007,SR_020,2023-05-04,,Open,Negotiation,78,20292.39
OPP_1051,BD_006,SR_006,2023-04-07,,Open,Proposal,16,23340.68
OPP_1052,BD_010,SR_002,2024-03-24,,Open,Qualification,28,66805.69
OPP_1053,BD_007,SR_012,2024-05-17,,Open,Proposal,87,55207.31
OPP_1054,BD_001,SR_018,2023-06-19,2023-09-24,Closed Won,Closed Won,8,57077.79
OPP_1055,BD_002,SR_009,2023-08-28,2024-02-10,Closed Lost,Closed Lost,5,64164.72
OPP_1056,BD_001,SR_023,2024-10-21,,Open,Qualification,3,30432.09
OPP_1057,BD_002,SR_004,2024-08-30,2024-11-07,Closed Lost,Closed Lost,28,34628.75
OPP_1058,BD_016,SR_004,2023-04-24,,Open,Qualification,54,64722.9
OPP_1059,BD_013,SR_022,2023-08-21,2024-02-03,Closed Lost,Closed Lost,10,28321.83
OPP_1060,BD_007,SR_014,2024-10-25,2025-04-05,Closed Lost,Closed Lost,12,108734.12
OPP_1061,BD_001,SR_023,2024-10-21,,Open,Qualification,3,30432.09
OPP_1062,BD_014,SR_018,2024-10-20,2025-03-01,Closed Lost,Closed Lost,29,44656.72
OPP_1063,BD_008,SR_008,2024-07-22,2024-09-20,Closed Won,Closed Won,18,64656.81
OPP_1064,BD_002,SR_013,2023-01-10,,Open,Proposal,89,53362.44
OPP_1065,BD_001,SR_008,2023-07-03,,Open,Proposal,25,49951.38
OPP_1066,BD_003,SR_004,2024-03-23,2024-08-16,Closed Lost,Closed Lost,15,56293.74
OPP_1067,BD_017,SR_007,2024-02-19,2024-05-04,Closed Won,Closed Won,11,43406.44
OPP_1068,BD_007,SR_004,2023-04-03,,Open,Qualification,54,100016.68
OPP_1069,BD_016,SR_007,2024-09-14,2025-01-01,Closed Lost,Closed Lost,27,44510.82
OPP_1070,BD_006,SR_014,2023-12-26,2024-04-15,Closed Lost,Closed Lost,4,67619.0
OPP_1071,BD_006,SR_018,2023-12-13,2024-06-07,Closed Won,Closed Won,8,46677.49
OPP_1072,BD_005,SR_007,2023-07-26,,Open,Negotiation,26,50853.76
OPP_1073,BD_015,SR_006,2024-01-07,2024-05-23,Closed Won,Closed Won,5,51009.0
OPP_1074,BD_008,SR_008,2024-07-22,2024-09-20,Closed Won,Closed Won,18,64656.81
OPP_1075,BD_017,SR_003,2024-08-17,2024-12-21,Closed Lost,Closed Lost,28,23839.78
OPP_1076,BD_005,SR_001,2023-01-27,,Open,Qualification,102,67867.12
OPP_1077,BD_014,SR_012,2023-11-13,2024-04-17,Closed Won,Closed Won,20,90581.19
OPP_1078,BD_004,SR_014,2023-04-21,,Open,Qualification,1,48914.71
OPP_1079,BD_018,SR_023,2023-05-01,2023-09-04,Closed Won,Closed Won,19,26332.42
OPP_1080,BD_004,SR_021,2024-04-17,,Open,Qualification,97,30583.57
OPP_1081,BD_006,SR_018,2023-12-13,2024-06-07,Closed Won,Closed Won,8,46677.49
OPP_1082,BD_006,SR_014,2023-12-26,2024-04-15,Closed Lost,Closed Lost,4,67619.0
OPP_1083,BD_009,SR_013,2024-02-09,2024-03-20,Closed Won,Closed Won,12,42520.02
OPP_1084,BD_017,SR_002,2023-03-10,,Open,Negotiation,111,182582.78
OPP_1085,BD_008,SR_017,2024-12-22,,Open,Qualification,83,33727.88
OPP_1086,BD_001,SR_018,2023-06-19,2023-09-24,Closed Won,Closed Won,8,57077.79
OPP_1087,BD_003,SR_010,2023-08-06,2023-11-09,Closed Won,Closed Won,22,54524.8
OPP_1088,BD_009,SR_018,2023-02-04,2023-04-26,Closed Won,Closed Won,14,50425.8
OPP_1089,BD_003,SR_021,2023-02-23,,Open,Qualification,55,29404.83
OPP_1090,BD_008,SR_009,2024-11-14,2025-01-28,Closed Won,Closed Won,20,31464.21
OPP_1091,BD_010,SR_007,2024-05-11,2024-08-28,Closed Won,Closed Won,27,38753.19
OPP_1092,BD_002,SR_002,2023-08-31,2023-11-20,Closed Won,Closed Won,4,82122.98
OPP_1093,BD_004,SR_003,2024-11-19,,Open,Negotiation,10,32829.24
OPP_1094,BD_017,SR_012,2023-06-08,2023-08-21,Closed Lost,Closed Lost,15,17111.97
OPP_1095,BD_008,SR_010,2024-07-17,2024-10-30,Closed Won,Closed Won,4,243878.48
OPP_1096,BD_014,SR_023,2024-11-28,2025-01-28,Closed Won,Closed Won,24,21714.08
OPP_1097,BD_009,SR_004,2023-01-12,2023-06-14,Closed Lost,Closed Lost,21,35800.64
OPP_1098,BD_010,SR_006,2023-03-10,2023-08-19,Closed Lost,Closed Lost,12,24565.25
OPP_1099,BD_016,SR_019,2024-12-19,2025-05-27,Closed Lost,Closed Lost,12,32982.01
OPP_1100,BD_017,SR_006,2024-10-27,,Open,Qualification,47,70072.94
OPP_1101,BD_005,SR_007,2023-07-26,,Open,Negotiation,26,50853.76
OPP_1102,BD_016,SR_001,2023-02-05,2023-03-23,Closed Lost,Closed Lost,14,30536.7
OPP_1103,BD_004,SR_017,2023-03-17,2023-05-10,Closed Lost,Closed Lost,29,65221.21
OPP_1104,BD_003,SR_018,2024-09-08,2024-11-21,Closed Won,Closed Won,27,23340.45
OPP_1105,BD_012,SR_009,2023-01-10,,Open,Proposal,5,53469.38
OPP_1106,BD_018,SR_007,2023-12-28,2024-06-08,Closed Won,Closed Won,26,16061.65
OPP_1107,BD_004,SR_007,2023-12-01,,Open,Negotiation,106,51997.79
OPP_1108,BD_010,SR_010,2023-06-08,,Open,Qualification,7,94107.29
OPP_1109,BD_018,SR_019,2024-07-09,2024-09-09,Closed Lost,Closed Lost,28,46360.01
OPP_1110,BD_011,SR_007,2024-10-25,2025-03-29,Closed Lost,Closed Lost,10,31074.69
OPP_1111,BD_015,SR_022,2024-09-19,2025-01-24,Closed Lost,Closed Lost,17,38927.85
OPP_1112,BD_007,SR_009,2023-03-14,2023-04-19,Closed Won,Closed Won,28,118211.2
OPP_1113,BD_015,SR_009,2024-02-26,,Open,Negotiation,19,45322.41
OPP_1114,BD_002,SR_016,2024-04-24,,Open,Negotiation,19,22413.53
OPP_1115,BD_001,SR_013,2023-01-20,,Open,Qualification,19,54510.94
OPP_1116,BD_006,SR_003,2024-10-25,2025-01-15,Closed Lost,Closed Lost,16,24802.14
OPP_1117,BD_006,SR_012,2024-11-24,,Open,Proposal,112,60324.09
OPP_1118,BD_004,SR_006,2023-06-14,2023-07-20,Closed Lost,Closed Lost,4,28810.14
OPP_1119,BD_016,SR_021,2024-05-06,2024-07-10,Closed Won,Closed Won,6,85424.3
OPP_1120,BD_012,SR_021,2024-09-11,2025-03-04,Closed Lost,Closed Lost,22,13383.05
OPP_1121,BD_017,SR_022,2023-02-26,2023-05-23,Closed Lost,Closed Lost,23,23673.32
OPP_1122,BD_005,SR_015,2024-07-18,,Open,Qualification,18,123643.96
OPP_1123,BD_015,SR_004,2023-04-26,2023-08-03,Closed Won,Closed Won,9,52141.13
OPP_1124,BD_003,SR_011,2024-08-13,2024-12-16,Closed Lost,Closed Lost,11,29006.63
OPP_1125,BD_015,SR_018,2024-01-21,2024-04-10,Closed Won,Closed Won,16,31930.0
OPP_1126,BD_005,SR_016,2023-09-04,2024-01-03,Closed Won,Closed Won,4,34915.27
OPP_1127,BD_004,SR_012,2024-12-08,2025-02-18,Closed Won,Closed Won,9,79066.22
OPP_1128,BD_002,SR_020,2023-09-05,2023-11-24,Closed Lost,Closed Lost,7,23938.76
OPP_1129,BD_013,SR_004,2023-01-19,2023-03-08,Closed Won,Closed Won,16,45433.53
OPP_1130,BD_007,SR_010,2023-05-20,,Open,Qualification,109,21433.4
OPP_1131,BD_010,SR_003,2024-12-05,2025-04-16,Closed Lost,Closed Lost,18,44381.42
OPP_1132,BD_015,SR_012,2024-12-08,,Open,Qualification,17,34291.99
OPP_1133,BD_018,SR_020,2023-12-19,2024-04-16,Closed Lost,Closed Lost,23,99218.94
OPP_1134,BD_018,SR_021,2024-06-25,2024-10-08,Closed Lost,Closed Lost,5,120868.32
OPP_1135,BD_016,SR_020,2024-04-04,2024-05-08,Closed Lost,Closed Lost,28,181200.69
OPP_1136,BD_018,SR_011,2023-11-22,2024-03-14,Closed Lost,Closed Lost,15,91876.24
OPP_1137,BD_018,SR_006,2024-05-12,2024-10-10,Closed Lost,Closed Lost,4,60487.3
OPP_1138,BD_007,SR_001,2024-06-29,,Open,Proposal,62,24823.61
OPP_1139,BD_016,SR_001,2023-02-05,2023-03-23,Closed Lost,Closed Lost,14,30536.7
OPP_1140,BD_014,SR_016,2023-01-25,2023-07-22,Closed Lost,Closed Lost,8,61680.25
OPP_1141,BD_001,SR_008,2023-07-03,,Open,Proposal,25,49951.38
OPP_1142,BD_006,SR_023,2024-10-04,,Open,Proposal,67,41678.99
OPP_1143,BD_007,SR_012,2024-05-17,,Open,Proposal,87,55207.31
OPP_1144,BD_003,SR_010,2023-08-06,2023-11-09,Closed Won,Closed Won,22,54524.8
OPP_1145,BD_006,SR_021,2023-06-22,2023-11-07,Closed Won,Closed Won,20,114463.48
OPP_1146,BD_010,SR_022,2023-03-01,,Open,Qualification,99,53057.15
OPP_1147,BD_008,SR_017,2024-12-22,,Open,Qualification,83,33727.88
OPP_1148,BD_010,SR_020,2024-11-06,2025-04-11,Closed Won,Closed Won,5,23613.43
OPP_1149,BD_013,SR_003,2024-07-25,,Open,Qualification,61,38792.46
OPP_1150,BD_009,SR_015,2024-09-14,2025-02-10,Closed Won,Closed Won,13,76099.85
OPP_1151,BD_007,SR_015,2024-02-05,2024-03-31,Closed Lost,Closed Lost,10,63385.17
OPP_1152,BD_014,SR_001,2024-07-07,2024-11-07,Closed Won,Closed Won,1,32990.94
OPP_1153,BD_006,SR_019,2024-12-15,,Open,Qualification,110,125444.02
OPP_1154,BD_009,SR_009,2024-04-18,2024-08-03,Closed Lost,Closed Lost,13,39401.47
OPP_1155,BD_001,SR_013,2023-01-20,,Open,Qualification,19,54510.94
OPP_1156,BD_004,SR_022,2024-10-01,,Open,Qualification,58,111552.52
OPP_1157,BD_014,SR_019,2024-05-22,2024-08-07,Closed Lost,Closed Lost,9,25956.31
OPP_1158,BD_016,SR_022,2024-03-19,,Open,Qualification,94,131062.18
OPP_1159,BD_017,SR_012,2023-06-08,2023-08-21,Closed Lost,Closed Lost,15,17111.97
OPP_1160,BD_008,SR_001,2023-02-09,2023-03-31,Closed Won,Closed Won,24,23734.89
OPP_1161,BD_008,SR_010,2024-07-17,2024-10-30,Closed Won,Closed Won,4,243878.48
OPP_1162,BD_010,SR_019,2024-07-10,,Open,Proposal,82,64960.07
OPP_1163,BD_004,SR_015,2023-06-04,,Open,Negotiation,80,16676.32
OPP_1164,BD_011,SR_003,2023-10-13,,Open,Negotiation,61,105966.51
OPP_1165,BD_007,SR_008,2023-09-01,2023-10-02,Closed Won,Closed Won,20,35441.11
OPP_1166,BD_002,SR_021,2024-07-17,2024-08-29,Closed Lost,Closed Lost,5,93153.17
OPP_1167,BD_008,SR_020,2024-03-13,,Open,Proposal,92,63374.27
OPP_1168,BD_008,SR_022,2024-10-18,,Open,Proposal,78,53820.54
OPP_1169,BD_003,SR_003,2023-12-05,2024-02-26,Closed Lost,Closed Lost,6,65049.52
OPP_1170,BD_016,SR_015,2023-09-18,2023-11-07,Closed Won,Closed Won,24,35124.47
OPP_1171,BD_015,SR_015,2023-02-15,2023-04-27,Closed Won,Closed Won,19,97090.56
OPP_1172,BD_009,SR_023,2023-05-16,,Open,Proposal,98,79453.76
OPP_1173,BD_017,SR_016,2024-07-09,,Open,Proposal,25,56091.63
OPP_1174,BD_003,SR_022,2024-02-21,,Open,Qualification,70,27412.4
OPP_1175,BD_014,SR_023,2024-11-28,2025-01-28,Closed Won,Closed Won,24,21714.08
OPP_1176,BD_001,SR_013,2023-01-20,,Open,Qualification,19,54510.94
OPP_1177,BD_016,SR_009,2024-04-08,2024-09-30,Closed Won,Closed Won,20,22758.41
OPP_1178,BD_016,SR_007,2024-09-14,2025-01-01,Closed Lost,Closed Lost,27,44510.82
OPP_1179,BD_003,SR_019,2023-03-13,,Open,Qualification,103,90342.17
OPP_1180,BD_004,SR_018,2023-05-20,2023-10-22,Closed Lost,Closed Lost,16,50327.33
OPP_1181,BD_006,SR_004,2023-05-17,2023-08-18,Closed Won,Closed Won,5,34710.31
OPP_1182,BD_014,SR_008,2023-01-01,,Open,Negotiation,117,54355.71
OPP_1183,BD_011,SR_021,2023-11-18,,Open,Proposal,16,75518.98
OPP_1184,BD_017,SR_019,2024-09-22,,Open,Proposal,97,151433.55
OPP_1185,BD_001,SR_011,2024-10-12,2025-03-09,Closed Lost,Closed Lost,22,31724.84
OPP_1186,BD_002,SR_009,2023-08-28,2024-02-10,Closed Lost,Closed Lost,5,64164.72
OPP_1187,BD_004,SR_014,2023-04-21,,Open,Qualification,1,48914.71
OPP_1188,BD_003,SR_001,2023-08-11,,Open,Proposal,24,46781.19
OPP_1189,BD_001,SR_008,2023-07-03,,Open,Proposal,25,49951.38
OPP_1190,BD_002,SR_010,2023-03-30,,Open,Qualification,11,31637.26
OPP_1191,BD_009,SR_022,2023-02-23,,Open,Proposal,70,22610.69
OPP_1192,BD_007,SR_016,2024-10-05,2025-01-09,Closed Won,Closed Won,2,39188.58
OPP_1193,BD_017,SR_006,2024-10-27,,Open,Qualification,47,70072.94
OPP_1194,BD_016,SR_020,2024-04-04,2024-05-08,Closed Lost,Closed Lost,28,181200.69
OPP_1195,BD_012,SR_003,2024-08-12,2024-12-23,Closed Won,Closed Won,22,32649.54
OPP_1196,BD_004,SR_012,2024-12-08,2025-02-18,Closed Won,Closed Won,9,79066.22
OPP_1197,BD_012,SR_008,2023-08-07,2023-11-03,Closed Won,Closed Won,11,66411.69
OPP_1198,BD_005,SR_015,2024-07-18,,Open,Qualification,18,123643.96
OPP_1199,BD_001,SR_005,2024-12-21,2025-01-23,Closed Won,Closed Won,26,25624.53
OPP_1200,BD_016,SR_001,2023-02-05,2023-03-23,Closed Lost,Closed Lost,14,30536.7
OPP_1201,BD_002,SR_006,2024-11-21,,Open,Proposal,7,20267.97
OPP_1202,BD_016,SR_017,2023-10-24,2024-01-16,Closed Lost,Closed Lost,4,54664.52
OPP_1203,BD_004,SR_008,2024-08-04,2024-12-14,Closed Won,Closed Won,5,62435.31
OPP_1204,BD_013,SR_017,2023-02-19,2023-03-26,Closed Lost,Closed Lost,11,69386.68
OPP_1205,BD_007,SR_006,2024-11-27,,Open,Proposal,89,122150.57
OPP_1206,BD_003,SR_023,2023-12-28,2024-02-13,Closed Lost,Closed Lost,8,64986.82
